record_uid,lead_id,listing_id,lead_channel_key,buyer_intent,qualified_flag,lead_status,budget_band,lead_timestamp,_gold_created_at,_gold_schema_version
LEAD-PHY-0049113,LED-00049113,LST-0027754,4,High,true,qualified,1Cr-2Cr,2025-08-12T15:52:17.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049114,LED-00049114,LST-0013596,4,High,false,new,50L-1Cr,2026-06-17T15:10:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049115,LED-00049115,LST-0019937,2,Exploratory,false,new,2Cr-5Cr,2025-11-30T04:37:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049117,LED-00049117,LST-0038322,3,Medium,false,closed_unqualified,Under 50L,2025-04-30T03:20:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049118,LED-00049118,LST-0015980,4,Exploratory,true,site_visit,1Cr-2Cr,2025-07-20T13:43:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049119,LED-00049119,LST-0010983,4,Exploratory,false,new,2Cr-5Cr,2025-02-17T13:08:50.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049120,LED-00049120,LST-0009438,4,Medium,true,qualified,Under 50L,2025-09-02T13:51:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049121,LED-00049121,LST-0013945,1,High,true,qualified,50L-1Cr,2025-06-17T23:09:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049122,LED-00049122,LST-0007725,1,Medium,false,new,Under 50L,2026-05-12T03:45:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049123,LED-00049123,LST-0016845,2,Medium,false,new,1Cr-2Cr,2025-05-25T20:04:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049124,LED-00049124,LST-0017624,2,High,false,contacted,2Cr-5Cr,2026-06-05T01:19:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049125,LED-00049125,LST-0026956,2,Exploratory,true,qualified,2Cr-5Cr,2025-03-04T02:01:02.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049126,LED-00049126,LST-0018949,1,Exploratory,false,closed_unqualified,Under 50L,2025-12-01T02:29:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049127,LED-00049127,LST-0018785,4,Medium,false,new,1Cr-2Cr,2025-02-11T00:25:38.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049128,LED-00049128,LST-0032349,1,Medium,false,new,2Cr-5Cr,2026-03-18T17:02:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049129,LED-00049129,LST-0021948,3,High,true,qualified,2Cr-5Cr,2026-06-27T23:07:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049130,LED-00049130,LST-0032557,1,Medium,false,new,50L-1Cr,2026-02-27T20:05:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049131,LED-00049131,LST-0019117,2,Exploratory,false,contacted,1Cr-2Cr,2025-07-01T09:38:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049132,LED-00049132,LST-0023730,1,Exploratory,true,site_visit,50L-1Cr,2025-05-10T23:36:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049133,LED-00049133,LST-0038223,2,Medium,false,new,Under 50L,2025-06-21T06:25:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049134,LED-00049134,LST-0017792,6,Exploratory,true,qualified,50L-1Cr,2025-11-11T13:43:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049135,LED-00049135,LST-0001811,2,High,true,site_visit,50L-1Cr,2025-09-14T01:56:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049136,LED-00049136,LST-0007280,2,High,true,qualified,50L-1Cr,2025-09-12T00:19:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049137,LED-00049137,LST-0026689,4,Exploratory,false,closed_unqualified,50L-1Cr,2026-05-28T09:29:14.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049139,LED-00049139,LST-0023725,4,Exploratory,true,negotiation,1Cr-2Cr,2025-11-09T01:52:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049140,LED-00049140,LST-0039945,4,Exploratory,false,contacted,2Cr-5Cr,2026-06-03T12:02:57.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049141,LED-00049141,LST-0006346,1,Medium,false,contacted,1Cr-2Cr,2024-10-07T05:07:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049142,LED-00049142,LST-0002280,1,Medium,false,new,50L-1Cr,2025-02-27T21:06:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049143,LED-00049143,LST-0012786,4,Exploratory,true,qualified,5Cr+,2025-10-09T20:04:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049144,LED-00049144,LST-0028066,2,Medium,false,contacted,Under 50L,2025-11-12T04:31:40.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049145,LED-00049145,LST-0026674,3,Exploratory,false,new,1Cr-2Cr,2026-03-01T19:03:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049146,LED-00049146,LST-0027816,4,Medium,false,new,5Cr+,2026-05-05T02:27:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049147,LED-00049147,LST-0007633,4,Exploratory,false,closed_unqualified,50L-1Cr,2024-04-02T22:13:41.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049148,LED-00049148,LST-0037200,2,Medium,false,contacted,5Cr+,2026-05-21T01:31:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049149,LED-00049149,LST-0035181,4,Medium,true,qualified,1Cr-2Cr,2026-02-04T07:59:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049150,LED-00049150,LST-0002822,4,Medium,false,closed_unqualified,50L-1Cr,2026-05-15T14:57:58.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049151,LED-00049151,LST-0033075,4,Exploratory,false,closed_unqualified,Under 50L,2025-04-22T09:57:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049152,LED-00049152,LST-0038829,3,Medium,true,site_visit,5Cr+,2026-03-27T12:03:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049153,LED-00049153,LST-0011310,4,Medium,false,closed_unqualified,5Cr+,2026-03-13T23:29:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049154,LED-00049154,LST-0011104,4,Exploratory,true,qualified,Under 50L,2025-06-05T19:27:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049155,LED-00049155,LST-0017663,1,Medium,true,site_visit,Under 50L,2024-03-18T10:30:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049156,LED-00049156,LST-0010099,4,Exploratory,true,negotiation,50L-1Cr,2024-11-15T01:34:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049157,LED-00049157,LST-0023385,2,High,false,new,1Cr-2Cr,2025-09-02T08:41:50.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049158,LED-00049158,LST-0039160,4,Medium,true,negotiation,Under 50L,2026-05-23T22:08:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049159,LED-00049159,LST-0006886,4,High,true,qualified,1Cr-2Cr,2025-04-15T18:10:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049160,LED-00049160,LST-0020693,1,Exploratory,true,site_visit,1Cr-2Cr,2025-01-14T14:55:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049161,LED-00049161,LST-0018252,4,Exploratory,true,site_visit,1Cr-2Cr,2026-04-14T12:59:16.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049162,LED-00049162,LST-0002635,2,Medium,false,closed_unqualified,50L-1Cr,2025-12-22T19:14:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049163,LED-00049163,LST-0020171,3,Exploratory,true,negotiation,50L-1Cr,2025-03-02T13:41:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049164,LED-00049164,LST-0010748,4,High,false,contacted,1Cr-2Cr,2024-10-14T23:34:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049165,LED-00049165,LST-0018638,4,High,false,new,Under 50L,2026-05-18T17:07:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049166,LED-00049166,LST-0008995,4,High,false,new,1Cr-2Cr,2026-04-25T05:54:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049167,LED-00049167,LST-0023310,4,Medium,false,contacted,1Cr-2Cr,2026-04-07T12:40:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049168,LED-00049168,LST-0016113,4,High,false,closed_unqualified,5Cr+,2026-01-26T20:07:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049169,LED-00049169,LST-0001504,4,High,false,contacted,50L-1Cr,2025-11-04T22:15:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049170,LED-00049170,LST-0005245,4,Medium,false,new,Under 50L,2026-03-18T06:46:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049171,LED-00049171,LST-0002031,4,Medium,false,new,Under 50L,2025-09-02T08:17:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049172,LED-00049172,LST-0026617,3,Exploratory,false,contacted,2Cr-5Cr,2026-02-11T04:25:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049173,LED-00049173,LST-0009894,2,Medium,true,negotiation,1Cr-2Cr,2026-02-01T08:57:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049174,LED-00049174,LST-0029305,4,Medium,false,new,2Cr-5Cr,2025-08-31T14:16:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049175,LED-00049175,LST-0025449,2,High,false,contacted,50L-1Cr,2026-03-13T23:39:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049176,LED-00049176,LST-0033439,4,Medium,false,new,50L-1Cr,2026-05-18T20:08:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049177,LED-00049177,LST-0014124,4,Exploratory,true,site_visit,Under 50L,2026-03-24T20:19:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049178,LED-00049178,LST-0000389,3,Medium,true,qualified,50L-1Cr,2025-11-08T23:46:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049179,LED-00049179,LST-0029462,3,High,true,qualified,2Cr-5Cr,2026-02-11T00:32:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049180,LED-00049180,LST-0012266,4,High,true,qualified,50L-1Cr,2024-12-26T10:01:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049181,LED-00049181,LST-0001337,4,Medium,true,qualified,50L-1Cr,2025-02-01T05:12:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049182,LED-00049182,LST-0036632,3,High,true,negotiation,Under 50L,2024-12-20T06:05:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049183,LED-00049183,LST-0010956,3,Exploratory,false,new,Under 50L,2025-12-02T06:41:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049184,LED-00049184,LST-0022595,4,Medium,false,new,1Cr-2Cr,2025-06-29T12:32:17.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049185,LED-00049185,LST-0029978,4,Exploratory,true,site_visit,Under 50L,2026-06-12T14:51:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049186,LED-00049186,LST-0035054,2,Medium,true,site_visit,Under 50L,2026-05-04T05:15:50.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049187,LED-00049187,LST-0032476,1,High,true,qualified,1Cr-2Cr,2025-05-10T05:21:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049188,LED-00049188,LST-0033727,1,Exploratory,true,qualified,50L-1Cr,2025-11-20T03:24:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049189,LED-00049189,LST-0014753,1,Exploratory,true,site_visit,1Cr-2Cr,2026-04-16T16:26:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049190,LED-00049190,LST-0025261,3,High,true,qualified,2Cr-5Cr,2025-11-24T08:56:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049191,LED-00049191,LST-0031195,2,Exploratory,true,qualified,50L-1Cr,2026-03-17T18:14:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049192,LED-00049192,LST-0022708,4,High,false,new,2Cr-5Cr,2026-04-19T03:05:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049193,LED-00049193,LST-0024158,4,High,true,qualified,50L-1Cr,2025-06-27T06:41:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049194,LED-00049194,LST-0036869,4,Medium,false,new,2Cr-5Cr,2026-01-20T08:23:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049195,LED-00049195,LST-0027871,4,Exploratory,true,negotiation,2Cr-5Cr,2026-03-25T05:59:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049196,LED-00049196,LST-0008953,2,Exploratory,false,contacted,1Cr-2Cr,2026-06-16T21:30:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049197,LED-00049197,LST-0037262,3,Medium,true,qualified,Under 50L,2026-06-26T22:47:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049198,LED-00049198,LST-0036082,4,Medium,true,site_visit,Under 50L,2024-07-11T12:01:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049199,LED-00049199,LST-0004037,1,High,false,closed_unqualified,Under 50L,2026-04-20T14:53:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049200,LED-00049200,LST-0036635,1,High,true,qualified,50L-1Cr,2025-01-19T09:31:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049201,LED-00049201,LST-0012161,4,Medium,false,new,50L-1Cr,2026-03-30T13:46:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049202,LED-00049202,LST-0035237,1,Medium,true,qualified,2Cr-5Cr,2025-12-19T09:54:58.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049203,LED-00049203,LST-0034660,2,High,false,new,50L-1Cr,2026-05-05T13:21:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049204,LED-00049204,LST-0024592,4,Exploratory,false,closed_unqualified,2Cr-5Cr,2025-10-08T18:14:40.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049205,LED-00049205,LST-0018200,4,Exploratory,false,new,1Cr-2Cr,2024-12-11T14:33:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049206,LED-00049206,LST-0001287,4,High,true,qualified,1Cr-2Cr,2025-06-25T16:01:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049207,LED-00049207,LST-0031420,4,Medium,false,contacted,5Cr+,2026-05-24T18:52:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049208,LED-00049208,LST-0026627,4,Medium,false,new,50L-1Cr,2025-05-11T00:13:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049209,LED-00049209,LST-0022904,1,Exploratory,true,site_visit,Under 50L,2025-08-12T09:38:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049210,LED-00049210,LST-0037308,1,Medium,false,contacted,1Cr-2Cr,2025-10-28T07:00:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049211,LED-00049211,LST-0031092,4,Medium,true,negotiation,2Cr-5Cr,2026-06-11T22:06:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049212,LED-00049212,LST-0018023,1,Medium,true,qualified,50L-1Cr,2026-06-30T07:46:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049213,LED-00049213,LST-0006380,2,Medium,true,site_visit,50L-1Cr,2026-05-02T09:14:02.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049214,LED-00049214,LST-0011595,4,Exploratory,true,site_visit,50L-1Cr,2026-02-23T11:45:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049215,LED-00049215,LST-0025302,4,High,true,qualified,1Cr-2Cr,2026-05-30T23:30:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049216,LED-00049216,LST-0018631,3,Medium,false,new,2Cr-5Cr,2026-06-21T15:08:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049217,LED-00049217,LST-0036958,4,Exploratory,false,new,Under 50L,2025-11-25T23:33:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049218,LED-00049218,LST-0000660,2,Exploratory,true,qualified,5Cr+,2025-09-23T22:48:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049219,LED-00049219,LST-0027169,2,Medium,true,site_visit,1Cr-2Cr,2025-03-14T21:26:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049220,LED-00049220,LST-0013134,4,Exploratory,true,site_visit,1Cr-2Cr,2026-01-11T03:42:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049221,LED-00049221,LST-0032983,3,Medium,true,qualified,5Cr+,2025-12-20T17:48:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049222,LED-00049222,LST-0002875,3,Medium,true,site_visit,1Cr-2Cr,2026-03-17T03:52:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049223,LED-00049223,LST-0013628,1,Exploratory,true,qualified,2Cr-5Cr,2026-01-20T00:38:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049224,LED-00049224,LST-0021933,1,Medium,false,new,2Cr-5Cr,2025-03-29T12:37:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049225,LED-00049225,LST-0007683,2,Exploratory,false,new,50L-1Cr,2025-06-06T13:28:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049226,LED-00049226,LST-0034385,6,Medium,false,contacted,2Cr-5Cr,2026-01-22T14:39:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049227,LED-00049227,LST-0021466,2,Medium,true,site_visit,1Cr-2Cr,2025-12-22T17:11:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049228,LED-00049228,LST-0002044,1,High,false,new,50L-1Cr,2025-04-23T07:11:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049229,LED-00049229,LST-0010708,4,Exploratory,false,closed_unqualified,50L-1Cr,2025-09-05T10:48:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049230,LED-00049230,LST-0017931,1,Medium,false,new,50L-1Cr,2025-06-17T11:22:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049231,LED-00049231,LST-0011610,2,Medium,false,new,50L-1Cr,2025-04-21T09:02:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049232,LED-00049232,LST-0001191,4,Exploratory,false,closed_unqualified,50L-1Cr,2025-02-08T18:11:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049233,LED-00049233,LST-0036409,4,High,true,qualified,Under 50L,2026-02-21T23:01:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049234,LED-00049234,LST-0013611,2,High,false,new,1Cr-2Cr,2026-04-24T15:09:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049235,LED-00049235,LST-0021070,4,Medium,true,site_visit,50L-1Cr,2026-04-03T09:47:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049236,LED-00049236,LST-0037474,4,High,false,new,2Cr-5Cr,2024-08-05T21:49:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049237,LED-00049237,LST-0018755,4,Medium,false,new,1Cr-2Cr,2025-11-15T00:11:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049238,LED-00049238,LST-0006065,1,High,true,qualified,2Cr-5Cr,2026-02-10T21:15:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049239,LED-00049239,LST-0024894,4,High,true,negotiation,1Cr-2Cr,2025-09-12T04:28:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049240,LED-00049240,LST-0024164,2,High,false,new,2Cr-5Cr,2024-12-08T18:22:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049241,LED-00049241,LST-0018719,4,High,false,new,1Cr-2Cr,2026-05-31T23:16:42.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049242,LED-00049242,LST-0037375,3,Exploratory,true,site_visit,Under 50L,2025-01-01T22:14:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049243,LED-00049243,LST-0007892,2,Medium,false,new,50L-1Cr,2026-06-13T12:48:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049245,LED-00049245,LST-0014274,4,Medium,false,new,2Cr-5Cr,2025-09-02T12:02:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049246,LED-00049246,LST-0023679,6,Medium,false,contacted,1Cr-2Cr,2025-11-20T09:07:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049247,LED-00049247,LST-0028332,2,Medium,false,new,Under 50L,2024-08-01T20:54:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049248,LED-00049248,LST-0033705,4,Exploratory,false,contacted,50L-1Cr,2025-10-20T06:37:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049249,LED-00049249,LST-0026530,4,Medium,true,negotiation,50L-1Cr,2026-05-13T21:43:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049250,LED-00049250,LST-0016446,4,Medium,false,contacted,2Cr-5Cr,2026-02-05T22:29:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049251,LED-00049251,LST-0038427,4,Medium,false,new,2Cr-5Cr,2025-06-14T05:45:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049252,LED-00049252,LST-0013241,3,High,false,contacted,Under 50L,2025-07-16T20:59:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049253,LED-00049253,LST-0012991,3,Medium,true,qualified,1Cr-2Cr,2026-06-11T03:43:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049254,LED-00049254,LST-0038942,4,High,false,new,50L-1Cr,2026-04-12T22:13:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049255,LED-00049255,LST-0038643,4,High,true,site_visit,1Cr-2Cr,2026-04-02T08:52:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049256,LED-00049256,LST-0004321,3,High,false,contacted,5Cr+,2026-06-24T11:21:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049257,LED-00049257,LST-0004281,4,Exploratory,false,new,2Cr-5Cr,2025-05-01T09:34:38.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049258,LED-00049258,LST-0032502,2,High,false,new,5Cr+,2025-11-03T02:54:26.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049259,LED-00049259,LST-0037194,4,Medium,true,qualified,Under 50L,2026-06-14T01:20:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049260,LED-00049260,LST-0016828,2,High,false,new,50L-1Cr,2026-04-18T21:15:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049261,LED-00049261,LST-0019273,1,Medium,true,qualified,2Cr-5Cr,2025-06-19T05:33:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049262,LED-00049262,LST-0015268,3,High,false,new,50L-1Cr,2026-04-08T02:31:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049263,LED-00049263,LST-0017094,2,Medium,false,contacted,50L-1Cr,2025-10-22T06:36:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0049264,LED-00049264,LST-0032036,6,High,true,negotiation,Under 50L,2025-11-03T01:53:06.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
