record_uid,listing_id,locality_id,broker_id,property_key,price_band_key,listing_status,asking_price_inr,built_up_area_sqft,price_per_sqft,calculated_price_per_sqft,price_per_sqft_variance,listing_created_date,completion_date,last_updated_timestamp,is_completed,is_chronology_valid,actual_days_on_market,days_since_last_update,days_on_market_status_aware,_gold_created_at,_gold_schema_version
LISTING-PHY-0027590,LST-0027590,LOC-046,BRK-0091,2,2,rented,6601536,876,7536,7536,0,2025-09-01,2026-03-12,2025-12-11T03:52:33.000Z,true,true,192,239,192,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027594,LST-0027594,LOC-045,BRK-0086,1,1,active,4165092,1143,3644,3644,0,2025-05-07,,2025-07-19T18:08:53.000Z,false,,,384,498,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027596,LST-0027596,LOC-026,BRK-0248,2,3,active,10319427,1669,6183,6183,0,2025-12-05,,2025-12-15T05:14:11.000Z,false,,,235,286,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027597,LST-0027597,LOC-067,BRK-0282,2,4,sold,24362292,1556,15657,15657,0,2024-08-26,2024-10-07,2024-11-17T21:10:35.000Z,true,true,42,628,42,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027602,LST-0027602,LOC-039,BRK-0147,2,4,active,26225130,1986,13205,13205,0,2024-05-27,,2024-07-05T08:00:15.000Z,false,,,763,843,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027606,LST-0027606,LOC-067,BRK-0051,2,3,active,16431924,1137,14452,14452,0,2026-01-11,,2026-01-24T02:21:09.000Z,false,,,195,249,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027609,LST-0027609,LOC-001,BRK-0102,2,1,active,3921470,742,5285,5285,0,2025-11-20,,2026-03-14T14:33:51.000Z,false,,,146,301,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027612,LST-0027612,LOC-044,BRK-0202,4,4,withdrawn,39646125,2295,17275,17275,0,2024-04-11,,2024-04-13T18:08:48.000Z,false,,,846,889,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027617,LST-0027617,LOC-044,BRK-0243,2,4,active,21388927,1387,15421,15421,0,2025-08-08,,2025-12-02T03:29:30.000Z,false,,,248,405,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027646,LST-0027646,LOC-067,BRK-0219,3,3,active,11120059,1201,9259,9259,0,2024-08-26,,2024-09-19T23:23:52.000Z,false,,,687,752,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027650,LST-0027650,LOC-002,BRK-0227,3,2,rented,8739656,1286,6796,6796,0,2024-03-29,2024-05-19,2024-06-07T06:36:06.000Z,true,true,51,791,51,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027652,LST-0027652,LOC-011,BRK-0226,2,4,active,20038517,1637,12241,12241,0,2026-03-09,,2026-05-17T20:55:44.000Z,false,,,82,192,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027654,LST-0027654,LOC-058,BRK-0283,1,1,active,3436782,411,8362,8362,0,2025-02-11,,2025-06-12T22:38:18.000Z,false,,,421,583,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027660,LST-0027660,LOC-079,BRK-0152,1,2,sold,9406134,1003,9378,9378,0,2024-02-21,2024-06-19,2024-07-12T17:59:52.000Z,true,true,119,756,119,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027675,LST-0027675,LOC-020,BRK-0019,14,2,expired,7382573,407,18139,18139,0,2025-01-28,,2025-05-28T08:02:05.000Z,false,,,436,597,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027680,LST-0027680,LOC-058,BRK-0162,1,2,expired,7477094,1231,6074,6074,0,2025-06-08,,2025-09-09T05:53:29.000Z,false,,,332,466,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027687,LST-0027687,LOC-068,BRK-0179,2,4,active,25989420,1580,16449,16449,0,2024-03-12,,2024-08-01T22:12:08.000Z,false,,,736,919,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027692,LST-0027692,LOC-079,BRK-0235,14,4,active,30991896,2547,12168,12168,0,2024-02-04,,2024-04-23T12:55:35.000Z,false,,,836,956,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027717,LST-0027717,LOC-020,BRK-0058,13,4,active,48382255,3485,13883,13883,0,2025-01-20,,2025-03-20T09:55:57.000Z,false,,,505,605,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027731,LST-0027731,LOC-045,BRK-0214,4,3,active,16067307,2733,5879,5879,0,2024-06-09,,2024-07-30T13:13:53.000Z,false,,,738,830,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027735,LST-0027735,LOC-049,BRK-0023,3,2,expired,5330654,938,5683,5683,0,2026-03-21,,2026-04-28T22:15:59.000Z,false,,,101,180,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027736,LST-0027736,LOC-070,BRK-0043,2,3,sold,15068368,1552,9709,9709,0,2024-04-30,2024-05-25,2024-08-30T10:50:29.000Z,true,true,25,707,25,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027741,LST-0027741,LOC-039,BRK-0300,1,3,active,11719953,1071,10943,10943,0,2024-02-26,,2024-04-02T03:45:49.000Z,false,,,857,934,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027746,LST-0027746,LOC-027,BRK-0161,3,3,active,12119436,1394,8694,8694,0,2025-08-09,,2025-09-26T23:09:55.000Z,false,,,315,404,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027748,LST-0027748,LOC-068,BRK-0081,13,5,withdrawn,66989891,4289,15619,15619,0,2025-02-27,,2025-07-15T07:15:06.000Z,false,,,388,567,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027749,LST-0027749,LOC-038,BRK-0042,9,1,active,4560360,610,7476,7476,0,2024-11-06,,2025-04-04T00:52:27.000Z,false,,,490,680,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027755,LST-0027755,LOC-073,BRK-0193,2,2,active,7549388,1397,5404,5404,0,2024-02-20,,2024-05-04T07:56:33.000Z,false,,,825,940,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027770,LST-0027770,LOC-049,BRK-0158,1,2,active,6610632,1526,4332,4332,0,2024-09-25,,2024-12-20T12:14:26.000Z,false,,,595,722,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027772,LST-0027772,LOC-071,BRK-0228,6,4,active,26134254,2802,9327,9327,0,2025-12-06,,2026-03-23T02:46:19.000Z,false,,,137,285,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027776,LST-0027776,LOC-071,BRK-0287,1,3,active,17269504,1792,9637,9637,0,2024-09-12,,2025-01-15T03:03:52.000Z,false,,,569,735,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027781,LST-0027781,LOC-059,BRK-0168,3,3,active,19375938,1739,11142,11142,0,2024-10-22,,2025-01-29T07:20:58.000Z,false,,,555,695,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027786,LST-0027786,LOC-026,BRK-0173,3,3,active,17968730,2063,8710,8710,0,2024-07-15,,2024-11-22T14:46:54.000Z,false,,,623,794,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027787,LST-0027787,LOC-025,BRK-0279,15,4,active,23812770,2710,8787,8787,0,2025-06-02,,2025-06-07T17:33:36.000Z,false,,,426,472,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027801,LST-0027801,LOC-073,BRK-0046,5,3,active,16925520,2588,6540,6540,0,2025-09-09,,2026-01-06T20:25:58.000Z,false,,,213,373,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027804,LST-0027804,LOC-025,BRK-0172,3,1,rented,4974822,939,5298,5298,0,2024-05-17,2024-08-29,2024-07-10T09:16:39.000Z,true,true,104,758,104,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027810,LST-0027810,LOC-041,BRK-0146,3,2,active,5837832,1001,5832,5832,0,2024-10-07,,2025-02-24T16:58:55.000Z,false,,,529,710,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027821,LST-0027821,LOC-022,BRK-0006,2,3,active,12683469,1653,7673,7673,0,2024-08-13,,2024-12-24T12:52:37.000Z,false,,,591,765,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027822,LST-0027822,LOC-048,BRK-0049,2,4,expired,21905657,1031,21247,21247,0,2025-07-10,,2025-07-17T01:50:00.000Z,false,,,386,434,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027832,LST-0027832,LOC-020,BRK-0278,5,4,active,35397934,2029,17446,17446,0,2024-12-19,,2025-01-04T07:01:16.000Z,false,,,580,637,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027836,LST-0027836,LOC-007,BRK-0081,14,3,active,12118590,990,12241,12241,0,2026-02-05,,2026-02-14T16:27:59.000Z,false,,,174,224,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027837,LST-0027837,LOC-071,BRK-0197,5,4,paused,27364995,2391,11445,11445,0,2024-12-07,,2025-02-09T07:16:59.000Z,false,,,544,649,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027846,LST-0027846,LOC-062,BRK-0027,2,3,active,15678612,1774,8838,8838,0,2024-07-17,,2024-09-09T13:37:10.000Z,false,,,697,792,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027851,LST-0027851,LOC-063,BRK-0273,2,3,active,14211330,1147,12390,12390,0,2025-09-06,,2026-01-23T02:01:36.000Z,false,,,196,376,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027852,LST-0027852,LOC-020,BRK-0170,5,4,active,32399994,2211,14654,14654,0,2024-03-16,,2024-05-06T03:02:51.000Z,false,,,823,915,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027863,LST-0027863,LOC-008,BRK-0175,15,5,active,65683668,3342,19654,19654,0,2024-04-01,,2024-06-15T13:34:59.000Z,false,,,783,899,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027871,LST-0027871,LOC-003,BRK-0242,2,3,rented,17827680,1248,14285,14285,0,2025-10-12,2026-03-22,2026-03-08T14:05:28.000Z,true,true,161,152,161,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027875,LST-0027875,LOC-077,BRK-0054,5,2,active,5889342,1307,4506,4506,0,2024-02-14,,2024-06-06T08:54:58.000Z,false,,,792,946,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027876,LST-0027876,LOC-011,BRK-0005,6,3,active,12367710,1179,10490,10490,0,2025-01-14,,2025-04-17T13:11:03.000Z,false,,,477,611,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027881,LST-0027881,LOC-048,BRK-0151,1,3,paused,14643508,1034,14162,14162,0,2025-12-01,,2026-04-14T10:25:12.000Z,false,,,115,290,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027887,LST-0027887,LOC-069,BRK-0139,15,4,paused,28571872,3664,7798,7798,0,2025-04-06,,2025-05-16T03:14:25.000Z,false,,,448,529,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027892,LST-0027892,LOC-070,BRK-0007,13,4,sold,48993264,4348,11268,11268,0,2024-08-09,2024-11-06,2024-12-05T19:58:01.000Z,true,true,89,610,89,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027895,LST-0027895,LOC-029,BRK-0069,2,2,active,7624650,1650,4621,4621,0,2024-05-29,,2024-06-10T12:25:02.000Z,false,,,788,841,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027897,LST-0027897,LOC-004,BRK-0129,3,4,active,20908524,1092,19147,19147,0,2025-01-21,,2025-04-27T15:26:49.000Z,false,,,467,604,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027907,LST-0027907,LOC-004,BRK-0093,3,4,rented,26513028,1524,17397,17397,0,2025-07-20,2025-10-13,2025-09-04T08:12:08.000Z,true,true,85,337,85,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027910,LST-0027910,LOC-066,BRK-0071,2,2,active,8809506,1107,7958,7958,0,2024-06-03,,2024-08-24T15:01:49.000Z,false,,,713,836,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027915,LST-0027915,LOC-054,BRK-0065,2,2,rented,9513717,1223,7779,7779,0,2025-06-04,2025-11-13,2025-10-18T11:58:01.000Z,true,true,162,293,162,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027920,LST-0027920,LOC-021,BRK-0126,3,2,active,7045014,1263,5578,5578,0,2024-01-04,,2024-03-14T08:03:17.000Z,false,,,876,987,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027921,LST-0027921,LOC-071,BRK-0252,4,3,active,16306035,1471,11085,11085,0,2024-05-08,,2024-06-13T08:11:26.000Z,false,,,785,862,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027925,LST-0027925,LOC-022,BRK-0277,2,2,expired,7969722,978,8149,8149,0,2024-10-27,,2025-03-17T02:37:13.000Z,false,,,508,690,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027926,LST-0027926,LOC-004,BRK-0064,2,3,rented,19237568,1472,13069,13069,0,2024-10-13,2025-01-29,2024-12-17T13:13:41.000Z,true,true,108,598,108,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027927,LST-0027927,LOC-040,BRK-0020,1,4,active,29169120,1814,16080,16080,0,2024-01-03,,2024-03-18T08:06:53.000Z,false,,,872,988,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027936,LST-0027936,LOC-080,BRK-0273,3,3,active,19768980,1155,17116,17116,0,2026-02-20,,2026-04-16T18:12:50.000Z,false,,,113,209,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027944,LST-0027944,LOC-041,BRK-0155,3,1,expired,4238553,957,4429,4429,0,2024-11-23,,2024-12-22T13:34:01.000Z,false,,,593,663,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027945,LST-0027945,LOC-006,BRK-0029,3,2,sold,6030840,870,6932,6932,0,2025-05-25,2025-12-21,2025-06-27T12:50:12.000Z,true,true,210,406,210,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027947,LST-0027947,LOC-065,BRK-0217,13,4,rented,26189283,4287,6109,6109,0,2026-02-24,2026-06-30,2026-06-30T00:00:00.000Z,true,true,126,38,126,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027957,LST-0027957,LOC-040,BRK-0115,2,4,rented,26277489,1211,21699,21699,0,2024-06-30,2024-10-02,2024-09-20T00:30:48.000Z,true,true,94,686,94,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027966,LST-0027966,LOC-070,BRK-0264,2,3,active,19010654,2209,8606,8606,0,2024-05-31,,2024-06-09T04:08:23.000Z,false,,,789,839,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027972,LST-0027972,LOC-043,BRK-0262,1,4,sold,27453536,2024,13564,13564,0,2025-05-23,2025-10-20,2025-09-04T08:46:55.000Z,true,true,150,337,150,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027976,LST-0027976,LOC-027,BRK-0173,1,3,expired,16968004,1412,12017,12017,0,2026-02-20,,2026-06-30T00:00:00.000Z,false,,,38,209,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027980,LST-0027980,LOC-057,BRK-0317,3,2,active,6876366,1231,5586,5586,0,2024-06-01,,2024-09-14T10:02:09.000Z,false,,,692,838,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027986,LST-0027986,LOC-018,BRK-0219,14,3,withdrawn,15567376,2057,7568,7568,0,2025-05-13,,2025-09-24T17:16:13.000Z,false,,,317,492,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027991,LST-0027991,LOC-007,BRK-0136,1,3,withdrawn,14554064,1306,11144,11144,0,2024-10-17,,2024-12-25T17:05:31.000Z,false,,,590,700,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027995,LST-0027995,LOC-021,BRK-0160,2,2,paused,7324076,1517,4828,4828,0,2026-03-13,,2026-04-23T17:56:03.000Z,false,,,106,188,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0027996,LST-0027996,LOC-015,BRK-0269,2,3,active,18487036,1537,12028,12028,0,2024-05-16,,2024-05-19T15:07:33.000Z,false,,,810,854,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028000,LST-0028000,LOC-042,BRK-0088,13,2,expired,9493580,1028,9235,9235,0,2025-03-02,,2025-07-11T08:30:04.000Z,false,,,392,564,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028006,LST-0028006,LOC-018,BRK-0169,2,3,sold,13188384,1656,7964,7964,0,2024-09-26,2024-10-16,2024-12-24T12:44:11.000Z,true,true,20,591,20,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028007,LST-0028007,LOC-002,BRK-0088,14,4,active,36891674,5146,7169,7169,0,2025-07-17,,2025-11-20T13:29:34.000Z,false,,,260,427,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028012,LST-0028012,LOC-004,BRK-0168,2,4,active,33938745,1839,18455,18455,0,2025-09-13,,2025-11-21T22:23:30.000Z,false,,,259,369,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028013,LST-0028013,LOC-028,BRK-0041,15,5,active,54390564,3006,18094,18094,0,2025-04-20,,2025-05-12T23:26:14.000Z,false,,,452,515,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028017,LST-0028017,LOC-044,BRK-0080,6,4,active,33241371,1999,16629,16629,0,2025-08-24,,2025-10-01T23:07:37.000Z,false,,,310,389,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028022,LST-0028022,LOC-064,BRK-0095,3,4,paused,24450196,1426,17146,17146,0,2024-10-21,,2024-12-06T16:13:51.000Z,false,,,609,696,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028025,LST-0028025,LOC-039,BRK-0221,4,2,expired,7015812,573,12244,12244,0,2024-08-22,,2024-12-17T06:16:20.000Z,false,,,598,756,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028027,LST-0028027,LOC-075,BRK-0075,6,4,rented,25314175,2603,9725,9725,0,2025-01-30,2025-06-03,2025-06-08T10:45:03.000Z,true,true,124,425,124,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028036,LST-0028036,LOC-059,BRK-0316,2,3,expired,17343808,1678,10336,10336,0,2025-01-18,,2025-05-17T01:21:38.000Z,false,,,447,607,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028041,LST-0028041,LOC-014,BRK-0074,3,3,withdrawn,10350136,1192,8683,8683,0,2024-01-14,,2024-02-25T13:00:34.000Z,false,,,894,977,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028044,LST-0028044,LOC-075,BRK-0312,8,1,active,4692340,373,12580,12580,0,2025-08-31,,2025-10-19T13:56:09.000Z,false,,,292,382,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028046,LST-0028046,LOC-043,BRK-0293,1,3,active,10447125,975,10715,10715,0,2024-11-29,,2025-03-19T05:58:35.000Z,false,,,506,657,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028047,LST-0028047,LOC-044,BRK-0197,2,4,withdrawn,24009505,1145,20969,20969,0,2026-02-19,,2026-06-18T09:50:07.000Z,false,,,50,210,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028056,LST-0028056,LOC-050,BRK-0014,2,3,rented,10008660,930,10762,10762,0,2025-12-10,2026-04-20,2025-12-15T12:03:05.000Z,true,true,131,235,131,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028057,LST-0028057,LOC-043,BRK-0312,2,4,active,20440560,1680,12167,12167,0,2025-05-22,,2025-08-23T15:27:05.000Z,false,,,349,483,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028060,LST-0028060,LOC-080,BRK-0051,9,2,active,6446536,428,15062,15062,0,2024-08-13,,2024-09-27T16:15:56.000Z,false,,,679,765,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028062,LST-0028062,LOC-064,BRK-0135,1,4,sold,23405270,1673,13990,13990,0,2024-07-25,2024-08-15,2024-11-20T23:13:59.000Z,true,true,21,625,21,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028066,LST-0028066,LOC-016,BRK-0287,2,3,rented,14498791,823,17617,17617,0,2025-10-10,2025-12-08,2026-01-04T14:41:47.000Z,true,true,59,215,59,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028076,LST-0028076,LOC-067,BRK-0216,2,3,rented,16409480,1385,11848,11848,0,2024-03-08,2024-09-20,2024-05-05T04:51:59.000Z,true,true,196,824,196,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028092,LST-0028092,LOC-060,BRK-0319,5,4,sold,40106696,2828,14182,14182,0,2025-04-12,2025-10-08,2025-08-13T14:36:32.000Z,true,true,179,359,179,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028095,LST-0028095,LOC-009,BRK-0203,3,2,sold,6903619,1381,4999,4999,0,2024-11-28,2024-12-16,2025-01-18T11:16:06.000Z,true,true,18,566,18,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028101,LST-0028101,LOC-045,BRK-0190,13,3,active,18979398,2987,6354,6354,0,2024-06-20,,2024-11-16T03:14:20.000Z,false,,,629,819,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028119,LST-0028119,LOC-009,BRK-0157,2,1,paused,3381690,667,5070,5070,0,2025-03-08,,2025-07-04T04:31:12.000Z,false,,,399,558,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028127,LST-0028127,LOC-012,BRK-0003,4,4,active,33654817,2401,14017,14017,0,2024-12-26,,2025-03-13T08:32:02.000Z,false,,,512,630,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028140,LST-0028140,LOC-005,BRK-0015,2,2,active,6413989,1091,5879,5879,0,2024-03-04,,2024-05-09T14:09:08.000Z,false,,,820,927,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028142,LST-0028142,LOC-058,BRK-0320,15,4,paused,27159748,3236,8393,8393,0,2024-04-03,,2024-06-19T13:13:06.000Z,false,,,779,897,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028147,LST-0028147,LOC-044,BRK-0204,1,4,sold,30157795,1585,19027,19027,0,2024-09-03,2025-03-29,2024-12-03T13:47:51.000Z,true,true,207,612,207,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028151,LST-0028151,LOC-019,BRK-0202,2,3,active,16283637,1499,10863,10863,0,2025-11-23,,2026-04-06T01:59:49.000Z,false,,,123,298,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028152,LST-0028152,LOC-034,BRK-0292,5,4,active,28766112,3793,7584,7584,0,2024-01-10,,2024-04-08T08:52:23.000Z,false,,,851,981,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028156,LST-0028156,LOC-030,BRK-0205,2,3,rented,16220672,1664,9748,9748,0,2026-02-21,2026-04-28,2026-02-27T01:41:44.000Z,true,true,66,161,66,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028160,LST-0028160,LOC-054,BRK-0172,1,2,active,7453629,1167,6387,6387,0,2025-12-13,,2026-02-17T16:48:51.000Z,false,,,171,278,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028162,LST-0028162,LOC-075,BRK-0168,14,4,active,40336142,2849,14158,14158,0,2025-02-22,,2025-06-05T09:30:59.000Z,false,,,428,572,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028166,LST-0028166,LOC-059,BRK-0259,3,3,withdrawn,13973820,1358,10290,10290,0,2024-05-13,,2024-09-24T09:05:30.000Z,false,,,682,857,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028167,LST-0028167,LOC-018,BRK-0269,3,4,sold,22227920,2320,9581,9581,0,2024-01-17,2024-04-17,2024-03-28T01:11:01.000Z,true,true,91,862,91,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028177,LST-0028177,LOC-015,BRK-0265,2,4,active,25353790,1733,14630,14630,0,2025-12-20,,2026-01-04T13:25:26.000Z,false,,,215,271,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028185,LST-0028185,LOC-073,BRK-0209,2,2,sold,8234275,1477,5575,5575,0,2024-03-03,2024-06-13,2024-07-02T14:15:15.000Z,true,true,102,766,102,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028196,LST-0028196,LOC-078,BRK-0115,2,3,active,14921952,1776,8402,8402,0,2026-01-02,,2026-04-20T23:00:00.000Z,false,,,109,258,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028201,LST-0028201,LOC-079,BRK-0259,3,3,sold,16202475,1605,10095,10095,0,2025-02-14,2025-04-30,2025-05-19T09:16:11.000Z,true,true,75,445,75,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028202,LST-0028202,LOC-048,BRK-0148,2,4,paused,27785228,1486,18698,18698,0,2026-01-04,,2026-01-12T16:38:04.000Z,false,,,207,256,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028204,LST-0028204,LOC-017,BRK-0320,2,1,active,3078688,712,4324,4324,0,2024-07-07,,2024-11-16T23:33:32.000Z,false,,,629,802,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0028206,LST-0028206,LOC-039,BRK-0272,2,3,sold,13474024,1252,10762,10762,0,2025-10-13,2026-04-01,2025-12-07T19:54:09.000Z,true,true,170,243,170,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
